CID0,TOID,CPPO,CPST,CPTX
466,511,3,163,The defense leads -b over -g opponent -d.
467,511,4,163,-f kicks -b-" way to a victory versus conference foe -d.
468,511,6,163,-E is celebrating after a sweet victory over -g rival -$ -d.
469,511,6,163,-f and -b knock off -g opponent -d -L---M.
470,511,6,163,-J are confident after -; -g victory over -d.
471,511,6,163,-b (-H) walks away with a conference victory against -$ -d.
472,511,6,163,-J take care of -g opponent -d -L---M.
473,511,6,163,-# -b is elated following -; -L---M victory over -g opponent -d.
474,511,6,163,The -b campus is buzzing after a victory over -$ -d.
475,511,6,163,All is well in -E as -J down -g rival -d.
476,511,6,163,Spirits are high in -E as their -J beat -$ -d -L---M.
477,511,6,163,-b improves to -I in -g play with -; -L---M win over -$ -d.
478,511,6,150,The -J are on top of the world after beating rival -$ -d.
479,511,6,150,-b downs rival -d -L---M with the help of -f.
480,511,6,150,-b (-H) takes down their bitter rival -$ -d -L---M.
481,511,6,150,The -J triumph over -$ -d -L---M in annual -R.
482,511,6,150,-b-" -L---M victory tops the list of Top 25 action.
483,511,6,150,-b comes up big in rivalry game against Top 25 -d.
484,511,6,151,-b (-H) passes a major test against the -$ -K.
485,511,6,151,-b looks unbeatable after their -L---M win against -$ -d.
486,511,6,151,The -J (-H) keep on winning regardless of the competition.
487,511,6,151,-f and -b keeps on rolling with -; -L---M vs -$ -d.
488,511,6,151,The -J remain unblemished for the year with -; -L---M win vs. -d.
489,511,6,151,The -J remain undefeated against -d and are looking better than ever.
490,511,6,153,The -J (-H) defeat -d and extend win streak to -Y games.
491,511,6,153,-b ups its winning streak to -Y games with a win against -$ -d.
492,511,6,153,-b keeps its win streak alive beating a talented -d team.
493,511,6,153,-$ -d couldn't keep -J from extending their win streak to -Y games.
494,511,6,153,-f and the -J continue to win despite the quality of competition.
495,511,6,153,-b ups their streak to -Y games with a win over -d.
496,511,6,153,-J continue to win at the expense of -d.
497,511,6,153,-b-" win streak is at -Y games following their -L---M victory over -d.
498,511,6,153,-J are on a roll following their -L---M victory over -d.
499,511,6,153,The -J winning streak stays intact as they handle -d -L---M.
500,511,6,154,It took overtime for -# -b to knock off -$ -d.
501,511,6,154,-# -b prevails -L---M in OT against a tough -K team.
502,511,6,154,-b (-H) holds off -$ ranked -d in overtime -L---M.
503,511,6,154,The -# -J finish off -$ -d in overtime -L---M.
504,511,6,154,-b (-H) edges the -$ ranked -K in OT -L---M.
505,511,6,154,It took overtime for -# -b to knock off -d.
506,511,6,154,-# -b prevails -L---M in OT against a tough -K team.
507,511,6,154,-b (-H) holds off -$ -d in overtime -L---M.
508,511,6,154,-J rob -$ -d in OT -L---M.
509,511,6,154,-b (-H) edges the -$ -K in OT -L---M.
510,511,3,155,-b-" -f has a huge day defensively against the -$ ranked -K.
511,511,6,155,-b-" defense rises to the occasion in their victory over -$ -d.
512,511,6,155,-b overcomes a poor offensive performance to win -L---M over -d.
513,511,6,155,-b-" defense leads them to -; -L---M victory against -$ -d.
514,511,6,155,-# -J show that they can win ugly over -$ -d.
515,511,6,155,-b (-H) prevails -L---M in a low--scoring affair with -$ -d.
516,511,6,155,-b-" defense rises to the occasion in their victory over -$ -d.
517,511,6,155,-b-" defense leads them to -; -L---M victory against -$ -d.
518,511,6,155,-b overcomes a poor offensive performance to win -L---M over -d.
519,511,6,155,-b (-H) prevails -L---M in a low--scoring affair with -$ -d.
520,511,6,155,-f and the -J win ugly against -$ -d -L---M.
521,511,6,156,Defense was nowhere to be found as -# -b defeated -$ -d -L---M.
522,511,6,156,-$ -d can't keep up with -# -b and lose -L---M.
523,511,6,156,-b tops -$ -d in a wild -L---M shootout in -N.
524,511,6,156,The -J (-H) outgun -$ -d -L---M.
525,511,6,156,-# -b walks away with a victory on a day where offense ruled.
526,511,6,156,Defense was nowhere to be found as -# -b defeated -$ -d -L---M.
527,511,6,156,-$ -d can't keep up with -# -b.
528,511,6,156,-b tops -$ -d in a wild -L---M shootout in -N.
529,511,6,156,The -J (-H) outgun -$ -d -L---M.
530,511,6,156,-# -b walks away with a victory on a day when offense ruled.
531,511,6,157,-b shuts out and shuts up -$ -d -L---M.
532,511,6,157,The -K fail to solve -b-" defense
533,511,6,157,-b (-H) holds -$ -d to a goose egg on the scoreboard.
534,511,6,157,-# -b plays great defense against -d
535,511,6,157,The -$ -K (-H) are scratching their heads after being blanked by -b.
536,511,6,157,-b shuts out and shuts up -$ -d -L---M.
537,511,6,157,The -K fail to solve -b-" defense and lose -L---M.
538,511,6,157,-b (-H) holds -$ -d to a goose egg on the scoreboard.
539,511,6,157,-# -b plays great defense against -d and win -L to nothing.
540,511,6,157,The -$ -K (-H) are scratching their heads after being blanked by -b.
541,511,6,160,-b sneaks past -$ -d -L---M.
542,511,6,160,-# -b slips by -$ ranked -d -L---M.
543,511,6,160,The -J (-H) steal one from -$ -d -L---M.
544,511,6,160,The -J prevail against -$ -d -L---M.
545,511,6,160,-# -b (-H) edges -$ -d -L---M in Top 25 action.
546,511,6,160,-b sneaks past -$ -d -L---M.
547,511,6,160,-# -b slips by -$ -d -L---M.
548,511,6,160,The -J (-H) steal one from -$ -d -L---M.
549,511,6,160,-b survives a tough battle against -$ -d.
550,511,6,160,-b (-H) edges -d -L---M in a tight gridiron battle.
551,511,0,161,-f leads -b to a big win over -$ -d.
552,511,1,161,-f has a big day in leading the -# ranked -J over -d.
553,511,2,161,-f comes up big against a tough -K secondary.
554,511,2,161,-a-" -f has a field day against the secondary of the -9 -K.
555,511,6,161,-# -b breezes by the -$ ranked -K -L---M.
556,511,6,161,-# -b tops -$ -d in a decisive -L---M victory.
557,511,6,161,The -J earn some respect with -; -L---M beating of -d.
558,511,6,161,-b blow by -$ -d in a battle of Top 25 teams
559,511,6,161,-b-" -L---M win over -d has the -K down for the count.
560,511,6,161,A great performance by -b as -f leads them to -; -Q win over -9 -c.
561,511,6,161,-# -b breezes past the -$ -K -L---M.
562,511,6,161,-# -b tops -$ -d in a decisive -L---M victory.
563,511,6,161,The -J earn some respect with -; -L---M beating of -d.
564,511,6,161,-# -b easily handles -d -L---M.
565,511,6,161,-b-" -L---M win over -d has the -K down for the count.
566,511,6,162,-b demoralizes -$ -d -L---M.
567,511,6,162,Fans in -E are still celebrating following -; -L---M thrashing of -d.
568,511,6,162,-$ -d is embarrassed in -; -L---M debacle to -b.
569,511,6,162,-b (-H) takes out the whoopin' stick against -$ -d.
570,511,6,162,-b (-H) trounces -$ -d -L---M.
571,511,6,162,-b romps all over -$ -d -L---M.
572,511,6,162,Fans in -E are still celebrating following -; -L---M thrashing of -d.
573,511,6,162,-$ -d is embarrassed in -; -L---M debacle to -b.
574,511,6,162,-b (-H) takes out the whoopin' stick against -$ -d.
575,511,6,162,-b destroys -d and it doesn't look like anyone can come close to the -J.
576,511,6,164,-b takes down -$ -d in -N.
577,511,6,164,The -J come back from -N with -; -L---M victory.
578,511,6,164,-b (-H) goes on the road and wins -L---M.
579,511,6,164,-# -b hands -d a crucial blow in their own backyard.
580,511,6,164,The -K fail to defend their home turf against -# -b.
581,511,6,164,-b returns from -N with -; -L---M victory over -d.
582,511,6,164,-b goes into -K backyard and come away with a -L---M victory.
583,511,6,165,-b fans are still celebrating their -L---M victory over the -K in -E.
584,511,6,165,-E is buzzing following a big -L---M win over -$ -d.
585,511,6,165,-b-" -% is one of the most intimidating venue in football.
586,511,6,165,The home crowd lifts -b past -$ -d -L---M.
587,511,6,165,Just ask the -K how difficult it is to win on the road.
588,511,6,165,-b looks good at home pounding out a -L---M win over -d.
589,511,0,166,-b notches a win against -d behind the arm of -f.
590,511,3,166,-f leads the way as -b defeats -d.
591,511,6,166,-f and the -J are confident coming off a victory over -d.
592,511,6,166,-E is celebrating after a sweet victory over -$ -d.
593,511,6,166,-f and -b knock off -d -L---M.
594,511,6,166,The -J are on cloud nine after defeating Top 25 -d.
595,511,6,285,-d downs -# -b in OT.
596,511,6,285,-b meets its match in -d and lose in OT.
597,511,6,285,-d needs overtime to knock off -# -b.
598,511,6,285,-J lose in heart--stirring overtime action to -d.
599,511,6,285,-b falters as -d is able to make the plays in OT.
600,511,6,286,-J are -H after losing a defensive -M---L game to -d.
601,511,6,286,-b falls to -H following a lackluster offensive performance against -d.
602,511,6,286,The -K defense shuts down -b en route to -; -M---L win.
603,511,6,286,-# -b loses in a defensive battle with -d.
604,511,6,286,The -J go down as their offense struggles against the -K defense.
605,511,6,287,-J are -H after a defensive meltdown in -N.
606,511,6,287,-b can't overcome lousy defensive effort and fall to -H.
607,511,6,287,The -K outlast -b in -; -M---L dogfight.
608,511,6,287,-# -b falls to -H after an action--packed -M---L loss to -d.
609,511,6,287,High scoring affair doesn't end well for the -J.
610,511,6,288,-# -b runs into disaster and lose to -d -M---L.
611,511,6,288,-K shut down -# -b -M---L.
612,511,6,288,-b falls to -H after getting shut out by -d.
613,511,6,288,-b cannot get going offensively and are blanked by -d.
614,511,6,288,The -J offense rolls over as -$ -d wins going away.
615,511,6,291,-J can't quite put away -d and lose -M---L.
616,511,6,291,-K drop -b to -H after a -M---L cliff--hanger.
617,511,6,291,-d edges -b in a heart--pounding -M---L battle.
618,511,6,291,-# -b loses a heartbreaker to -d -M---L.
619,511,6,291,-J come up short as -d wins a close won -L---M.
620,511,6,292,-b falls to -H following a flat effort on both sides of the ball.
621,511,6,292,-K knock off -# -b in convincing fashion.
622,511,6,292,-d looks impressive after -; -M---L victory over -# -b.
623,511,6,292,-J are looking to regroup following a disturbing loss to -d.
624,511,6,292,-b must re--group after getting ripped up by -$ -d.
625,511,6,293,-J were not prepared for the -M---L disaster against -d.
626,511,6,293,-K hand -b -; -M---L drubbing.
627,511,6,293,-d thrashes the -# ranked -J -M---L.
628,511,6,293,-J are left with unanswered questions following embarrassing loss.
629,511,6,293,-b gets dealt with in embarrassing fashion as -d wins going away.
630,511,6,295,-b is still rattled following the loss to -d.
631,511,6,295,-J are unsuccessful against -d losing -M---L.
632,511,6,295,-b fans are still feeling the pains of -; -M---L loss to -d.
633,511,6,295,-K outplay -# -b and win -M---L.
634,511,6,295,-b are left looking for answers as they come up short to -$ -d.
635,511,6,167,-b increases their winning streak to -Y games with season--opening win.
636,511,6,167,-a-" win streak is up to -Y games after their season--opening victory.
637,511,6,167,-b wins season opener and extend their winning streak to -Y games.
638,511,6,167,-b continues their winning streak from last year as they beat -d -L---M.
639,511,6,168,-f and -b begin the year with -; -L---M OT win over -d.
640,511,6,168,-b starts the -P season off with -; -L---M OT thriller against -d.
641,511,6,168,The -J start the season with a thrilling overtime victory.
642,511,6,168,-b starts off the -P season with an amazing win in OT.
643,511,6,169,-# -b wins on opening weekend in a defensive struggle with -d.
644,511,6,169,The -J kickoff -P with a low--scoring victory over -d.
645,511,6,169,-b opens up the -P season in a defensive battle.
646,511,6,169,Both offenses struggle as -b wins their season opener.
647,511,6,170,-b and -d kick the year off in style with a wild shootout.
648,511,6,170,The -J manage to outlast -d -L---M on opening weekend.
649,511,6,170,-b wins a shootout in their season opener.
650,511,6,170,Both offenses look to be in mid--season form as -b outscores -d.
651,511,6,171,-b-" defense pitches a no--hitter to open the -P season.
652,511,6,171,The -J keep -d off the scoreboard in the season opener.
653,511,6,171,-b-" defense dominates in their season opener.
654,511,6,171,-b starts off the season well by shutting out -d.
655,511,6,174,-J would not be denied in season opener and win -L---M over -d.
656,511,6,174,-f and -b manages to edge -d by a hair in season debut.
657,511,6,174,-b wins a tight battle in their season opener.
658,511,6,174,-b starts off the -P season with a close win over -d.
659,511,6,175,-b opens the year with a convincing -L---M victory over -d.
660,511,6,175,-b wins decisively against -d in season opener.
661,511,6,175,-J start their -P campaign on a high note.
662,511,6,175,-b kicks off the new season with an impressive win over -d.
663,511,6,176,-b rips apart -d in -; -L---M season--opening victory.
664,511,6,176,The -J torch -d-" defense to a tune of -L points on opening day.
665,511,6,176,-b opens the season with a blowout win.
666,511,6,176,-b starts -P with an impressive win over -d.
667,511,6,178,-b (-H) takes out conference opponent -d -L---M.
668,511,6,178,-J remain undefeated following their conference victory over -d.
669,511,6,178,-b stays unbeaten with -; -L---M win vs. conference rival -d.
